GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",100455,67956
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",21077,4833
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",39924,11487
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",30662,6313
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",31237,2777
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",25395,8998
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",40423,9222
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",31767,10380
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",32824,7268
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",24592,3977
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",44837,16198
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",62663,13227
1400000US36047029600,36047029600,"Census Tract 296, Kings County, New York",44180,7695
1400000US36047029700,36047029700,"Census Tract 297, Kings County, New York",47500,15958
1400000US36047029800,36047029800,"Census Tract 298, Kings County, New York",47750,10305
1400000US36047029900,36047029900,"Census Tract 299, Kings County, New York",23073,5552
1400000US36047030000,36047030000,"Census Tract 300, Kings County, New York",42031,6220
1400000US36047030100,36047030100,"Census Tract 301, Kings County, New York",40861,6839
1400000US36047030200,36047030200,"Census Tract 302, Kings County, New York",45071,7354
1400000US36047030300,36047030300,"Census Tract 303, Kings County, New York",29167,12861
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",39318,9493
1400000US36047030500,36047030500,"Census Tract 305, Kings County, New York",54097,9751
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",40363,10303
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",24232,5746
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",52545,17363
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",40541,13142
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",36976,6924
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",37250,6554
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",44178,10108
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",41653,3788
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",34282,7789
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",40266,9078
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",40385,7990
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",31309,3723
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",44697,8220
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",31172,8644
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",22850,5421
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",39083,14221
